Type,Name,Category,Company,Food and beverage category,Product line/Brand,Ethnicity,Age
GotMilk,Hanson Taylor,Musician,Hanson Brothers Beer Company,Alcohol,MmmHop,WME,32
GotMilk,Hanson Zac,Musician,Milk PEP,Dairy,Milk,WME,30
GotMilk,Hanson Zac,Musician,Hanson Brothers Beer Company,Alcohol,MmmHop,WME,30
GotMilk,Harmon Angie,Actress,Milk PEP,Dairy,Milk ,WFE,43
GotMilk,Hatch Richard ,TV Personality,Milk PEP,Dairy,Milk ,WME,54
GotMilk,Hawk Susan ,TV Personality,Milk PEP,Dairy,Milk ,WFE,54
GotMilk,Hayek Selma,Actress,Restaurant Brands International Inc.,QSR,Burger King,LFE,49
GotMilk,Hayek Selma,Actress,Milk PEP,Dairy,Milk,LFE,49
GotMilk,Haynes Cornell Iral Jr. Nelly,Musician,Milk PEP,Dairy,Milk ,BME,40
GotMilk,Haynes Cornell Iral Jr. Nelly,Musician,General Mills Inc.,Cereal,Honey Nut Cheerios,BME,40
GotMilk,Haynes Cornell Iral Jr. Nelly,Musician,Just Born Inc.,Candy,Mike and Ike,BME,40
GotMilk,Heaton Patricia,Actress,Milk PEP,Dairy,Milk ,WFE,57
GotMilk,Henderson Florence,Actress,Milk PEP,Dairy,Milk ,WFE,81
GotMilk,Hewitt Jennifer Love,Actress,Milk PEP,Dairy,Milk ,WFE,36
GotMilk,Hough Julianne,Actress/Musician,Milk PEP,Dairy,Milk,WFE,27
GotMilk,Hough Julianne,Actress/Musician,Wrigley Company,Candy,Juicy Fruit ,WFE,27
GotMilk,Hough Julianne,Actress/Musician,PHA,Fruit and Vegetables,FNV,WFE,27
GotMilk,Howard Ron,Actor ,Milk PEP,Dairy,Milk ,WME,61
GotMilk,Hudgens Vanessa,Actress/Musician,Milk PEP,Dairy,Milk ,LFE,26
GotMilk,Hudson Jennifer,Actress/Musician,Milk PEP,Dairy,Milk ,BFE,34
GotMilk,Huffman Felicity,Actress,Milk PEP,Dairy ,Milk,WFE,52
GotMilk,Hurley Elizabeth,Actress/Model,Milk PEP,Dairy,Milk,WFE,50
GotMilk,Hyland Sarah,Actress,Milk PEP,Dairy,Milk,WFE,24
GotMilk,Jackman Hugh,Actor,Milk PEP,Dairy,Milk ,WME,46
GotMilk,Jackman Hugh,Actor,Unilever,SSB,Lipton Iced Tea,WME,46
GotMilk,Jackson Joshua,Actor,Milk PEP,Dairy,Milk ,WME,37
GotMilk,John Elton,Musician,Milk PEP,Dairy,Milk ,WME,68
GotMilk,John Elton,Musician,PepsiCo,SSB,Pepsi,WME,68
GotMilk,Jolie Angelina,Actress ,Milk PEP,Dairy,Milk ,WFE,40
GotMilk,Jolie Angelina,Actress ,Chateau Miraval,Alcohol,Miraval Rose,WFE,40
GotMilk,Jones Shirley,Actress,Milk PEP,Dairy,Milk,WFE,81
GotMilk,Justice Victoria,Actress/Musician,Milk PEP,Dairy,Milk ,LFE,22
GotMilk,Kennerty Mike,Musician,Milk PEP,Dairy ,Milk,WME,35
GotMilk,King Larry,Actor/TV personality,Milk PEP,Dairy,Milk ,WME,81
GotMilk,Kinski Nastassja,Actress/Model,Milk PEP,Dairy,Milk ,WFE,54
GotMilk,Klum Heidi,Model/TV Personality,Milk PEP,Dairy,Milk ,WFE,42
GotMilk,Klum Heidi,Model/TV Personality,McDonald's Corporation,QSR,McDonald's,WFE,42
GotMilk,Klum Heidi,Model/TV Personality,CKE Restaurants,QSR,Carl's Jr,WFE,42
GotMilk,Knowles Beyonce,Musician,Milk PEP,Dairy,Milk ,BFE,34
GotMilk,Knowles Beyonce,Musician,PepsiCo,SSB,Pepsi,BFE,34
GotMilk,Knowles Solange,Musician,Milk PEP,Dairy,Milk ,BFE,29
GotMilk,Kudrow Lisa,Actress,Milk PEP,Dairy,Milk ,WFE,52
GotMilk,Lee Spike,Actor/Director,Milk PEP,Dairy,Milk ,BME,58
GotMilk,Leeves Jane,Actress,Milk PEP,Dairy ,Milk ,WFE,54
GotMilk,Lipnicki Jonathan,Actor,Milk PEP,Dairy,Milk ,WME,26
GotMilk,Littrell Brian,Musician,Milk PEP,Dairy,Milk,WME,40
GotMilk,Lohan Lindsay,Actress,Milk PEP,Dairy,Milk ,WFE,29
GotMilk,Lovato Demi,Actress/Musician,Milk PEP,Dairy,Milk,LFE,22
GotMilk,Lunden Joan,TV personality,Milk PEP,Dairy,Milk ,WFE,65
GotMilk,MacDowell Andie,Actress/Model,Milk PEP,Dairy,Milk ,WFE,57
GotMilk,Macpherson Elle,Actress/Model,Milk PEP,Dairy,Milk ,WFE,51
GotMilk,Macy William H.,Actor,Milk PEP,Dairy,Milk,WME,65
GotMilk,Maguire Martie,Musician,Milk PEP,Dairy ,Milk,WFE,46
GotMilk,Mahoney John,Actor,Milk PEP,Dairy ,Milk,WME,75
GotMilk,Maines Natalie,Musician,Milk PEP,Dairy,Milk ,WFE,41
GotMilk,Manson Marilyn,Musician,Milk PEP,Dairy,Milk ,WME,46
GotMilk,Manson Marilyn,Musician,Absinthe Maninthe,Alcohol ,Absinthe Maninthe,WME,46
GotMilk,McCullough Bernard Jeffrey Bernie Mac,Actor/Comedian,Milk PEP,Dairy,Milk ,BME,50
GotMilk,McGraw Phil Dr.,TV personality,Milk PEP,Dairy,Milk ,WME,65
GotMilk,McLean A.J.,Musician,Milk PEP,Dairy,Milk,WME,37
GotMilk,Moore Mandy,Actress/Musician,Milk PEP,Dairy,Milk ,WFE,31
GotMilk,Moss Kate,Model,Milk PEP,Dairy,Milk ,WFE,41
GotMilk,Muniz Frankie,Actor,Milk PEP,Dairy,Milk ,WME,29
GotMilk,Muniz Marco Antonio Marc Anthony,Actor/Musician,Milk PEP,Dairy,Milk ,LME,47
GotMilk,Myers Mike,Actor,Milk PEP,Dairy,Milk ,WME,52
GotMilk,O'brien Conan,TV personality,Milk PEP,Dairy,Milk ,WME,53
GotMilk,Olsen Ashley,Actress,Milk PEP,Dairy,Milk ,WFE,29
GotMilk,Olsen Mary Kate,Actress,Milk PEP,Dairy,Milk ,WFE,29
GotMilk,Panettiere Hayden,Actress,Milk PEP,Dairy,Milk ,WFE,26
GotMilk,Perlman Rhea,Actress,Milk PEP,Dairy,Milk ,WFE,67
GotMilk,Pierce David Hyde,Actor ,Milk PEP,Dairy ,Milk ,WME,56
GotMilk,Preston Kelly,Actress,Milk PEP,Dairy,Milk ,WFE,52
GotMilk,Prince Freddie Jr.,Actor,Milk PEP,Dairy,Milk ,WME,39
GotMilk,Ramirez Sara,Actress,Milk PEP,Dairy,Milk ,LFE,40
GotMilk,Raymond Usher,Musician,Milk PEP,Dairy,Milk ,BME,36
GotMilk,Richardson Kevin,Musician,Milk PEP,Dairy,Milk,WME,44
GotMilk,Rimes LeeAnn,Musician,Milk PEP,Dairy,Milk ,WFE,33
GotMilk,Ritter Tyson,Musician,Milk PEP,Dairy ,Milk,WME,31
GotMilk,Robison Emily,Musician,Milk PEP,Dairy,Milk,WFE,43
GotMilk,Romano Ray,Actor ,Milk PEP,Dairy,Milk ,WME,57
GotMilk,Romijn Rebecca,Model,Milk PEP,Dairy,Milk ,WFE,42
GotMilk,Ross Marion,Actress,Milk PEP,Dairy,Milk ,WFE,86
GotMilk,Rossellini Isabella,Actress,Milk PEP,Dairy,Milk ,WFE,63
GotMilk,Sabara Daryl,Actor,Milk PEP,Dairy,Milk ,WME,23
GotMilk,Shaffer Paul,Musician,Milk PEP,Dairy,Milk ,WME,65
GotMilk,Shields Brooke,Actress,Milk PEP,Dairy,Milk ,WFE,50
GotMilk,Simmons Gene,Musician,Milk PEP,Dairy,Milk,WME,66
GotMilk,Smits Jimmy,Actor,Milk PEP,Dairy,Milk ,WME,60
GotMilk,Sparks Jordin,Actress/Musician,PHA,Fruit and Vegetables,FNV,BFE,25
GotMilk,Sparks Jordin,Actress/Musician,Milk PEP,Dairy,Milk ,BFE,25
GotMilk,Spears Britney,Musician,Milk PEP,Dairy,Milk ,WFE,33
GotMilk,Spears Britney,Musician,PepsiCo,SSB,Pepsi,WFE,33
GotMilk,Spears Britney,Musician,McDonald's Corporation,QSR,McDonald's,WFE,33
GotMilk,Sprouse Cole,Actor,Milk PEP,Dairy,Milk ,WME,23
GotMilk,Sprouse Cole,Actor,The Dannon Company,Dairy ,Danimals ,WME,23
GotMilk,Sprouse Dylan,Actor,Milk PEP,Dairy,Milk ,WME,23
GotMilk,Sprouse Dylan,Actor,The Dannon Company,Dairy,Danimals ,WME,23
GotMilk,Stanley Paul,Musician,Milk PEP,Dairy,Milk ,WME,63
GotMilk,Stewart Martha,TV personality,Milk PEP,Dairy,Milk ,WFE,74
GotMilk,Stringfield Sherry,Actress,Milk PEP,Dairy,Milk,WFE,48
GotMilk,Sullivan Erik Per,Actor,Milk PEP,Dairy,Milk ,WME,24
GotMilk,Swift Taylor,Musician,TCCC,NCB,Diet Coke,WFE,25
GotMilk,Swift Taylor,Musician,Milk PEP,Dairy,Milk ,WFE,25
GotMilk,Thomas Jonathon Taylor,Actor,Milk PEP,Dairy,Milk ,WME,34
GotMilk,Tisdale Ashley,Actress,Milk PEP,Dairy,Milk ,WFE,30
GotMilk,Trebek Alex,TV personality,Milk PEP,Dairy,Milk ,WME,75
GotMilk,Trump Ivana,Model ,Milk PEP,Dairy,Milk ,WFE,66
GotMilk,Tyler Steven,Musician,Milk PEP,Dairy,Milk ,WME,67
GotMilk,Ullman Tracy,Actress,Milk PEP,Dairy,Milk ,WFE,55
GotMilk,Underwood Carrie,Musician,Milk PEP,Dairy,Milk ,WFE,32
GotMilk,Underwood Carrie,Musician,TCCC,NCB,Vitaminwater ZERO,WFE,32
GotMilk,Underwood Carrie,Musician,The Hershey Company,Candy,Hershy bar,WFE,32
GotMilk,Vega Alexa,Actress,Milk PEP,Dairy,Milk ,LFE,27
GotMilk,Vergara Sofia,Actress,Milk PEP,Dairy,Milk ,LFE,43
GotMilk,Viera Meredith,TV personality,Milk PEP,Dairy,Milk ,WFE,61
GotMilk,Wesson Tina,TV Personality,Milk PEP,Dairy,Milk ,WFE,55
GotMilk,Wheeler Nick,Musician,Milk PEP,Dairy,Milk,WME,33
GotMilk,White Vanna,TV personality,Milk PEP,Dairy,Milk ,MFE,58
GotMilk,Wiglesworth Kelly ,TV Personality,Milk PEP,Dairy,Milk ,WFE,38
GotMilk,Williams Vanessa,Actress/Musician,Milk PEP,Dairy,Milk ,BFE,52
GotMilk,Winter Ariel,Actress,Milk PEP,Dairy,Milk,WFE,17
GotMilk,Wyle Noah,Actor,Milk PEP,Dairy,Milk ,WME,44
GotMilk,Zayne Billy,Actor ,Milk PEP,Dairy,Milk ,WME,49
GotMilk,Zhang Ziyi,Actress,Milk PEP,Dairy,Milk ,AFE,36
GotMilk,Agassi Andre,Tennis ,Milk PEP,Dairy,Milk ,WMA,45
GotMilk,Ali Laila,Boxing,Milk PEP,Dairy,Milk ,BFA,37
GotMilk,Austin Steve,Wrestling,Milk PEP,Dairy,Milk ,WMA,50
GotMilk,Beckham David,Soccer ,Milk PEP,Dairy,Milk ,WMA,40
GotMilk,Beckham David,Soccer ,Restaurant Brands International Inc.,QSR,Burger King,WMA,40
GotMilk,Beckham David,Soccer ,PepsiCo,SSB,Pepsi,WMA,40
GotMilk,Beckham David,Soccer ,Haig Club Distillery,Alcohol,haig club,WMA,40
GotMilk,Brady Tom,Football ,Milk PEP,Dairy,Milk ,WMA,38
GotMilk,Brady Tom,Football ,TCCC,Water,Smartwater,WMA,38
GotMilk,Burnquist Bob,Skateboarding,Milk PEP,Dairy,Milk ,LMA,38
GotMilk,Chandler Chris,Football ,Milk PEP,Dairy,Milk ,WMA,49
GotMilk,Collins Kerry,Football,Milk PEP,Dairy,Milk ,WMA,44
GotMilk,Davis Terrell,Football ,Milk PEP,Dairy,Milk ,BMA,42
GotMilk,Dilfer Trent ,Football,Milk PEP,Dairy,Milk ,WMA,43
GotMilk,Dyken Amy Van,Swimming,Milk PEP,Dairy,Milk,WFA,42
GotMilk,Dyken Amy Van,Swimming,General Mills Inc.,Cereal,Wheaties ,WFA,42
GotMilk,Elway John,Football ,Milk PEP,Dairy,Milk ,WMA,55
GotMilk,Evert Chris,Tennis ,Milk PEP,Dairy,Milk ,WFA,60
GotMilk,Ewing Patrick,Basketball,Milk PEP,Dairy,Milk ,BMA,53
GotMilk,Favre Brett,Football ,Milk PEP,Dairy,Milk ,WMA,45
GotMilk,Fernandez Mary Jo,Tennis ,Milk PEP,Dairy,Milk ,LFA,44
GotMilk,Fisher Jeff,Football ,Milk PEP,Dairy,Milk ,WMA,57
GotMilk,Gardner Rulon,Wrestling,Milk PEP,Dairy,Milk ,WMA,44
GotMilk,Garnett Kevin ,Basketball,Milk PEP,Dairy,Milk ,BMA,39
GotMilk,Gordeeva Ekaterina,Ice Skating,Milk PEP,Dairy,Milk ,WFA,44
GotMilk,Gordon Jeff,Car Racing,PepsiCo,SSB,Pepsi,WMA,43
GotMilk,Gordon Jeff,Car Racing,Milk PEP,Dairy,Milk ,WMA,43
GotMilk,Hamm Mia,Soccer ,Milk PEP,Dairy,Milk ,WFA,43
GotMilk,Hamm Mia,Soccer ,TCCC,SSB,Coca-Cola,WFA,43
GotMilk,Hamm Mia,Soccer ,PepsiCo,SSB,Gatorade,WFA,43
GotMilk,Hawk Tony,Skateboarding,Milk PEP,Dairy,Milk ,WMA,47
GotMilk,Hoffman Mat ,Biking,Milk PEP,Dairy,Milk ,WMA,44
GotMilk,Hoya Oscar de la,Boxing,Milk PEP,Dairy,Milk ,LMA,42
GotMilk,Johnson Dwayne,Wrestling,Milk PEP,Dairy,Milk,MMA,43
GotMilk,Johnson Shawn,Gymnast,McDonald's Corporation,QSR,McDonald's,WFA,23
GotMilk,Johnson Shawn,Gymnast,Milk PEP,Dairy,Milk,WFA,23
GotMilk,Johnson Shawn,Gymnast,TCCC,SSB,Coca-Cola,WFA,23
GotMilk,Jones Marion,Track and Field/ Basketball,Milk PEP,Dairy,Milk ,BFA,39
GotMilk,Joyner Florence Griffith,Track and Field ,Milk PEP,Dairy,Milk ,BFA,38
GotMilk,Kurt Warner,Football,Milk PEP,Dairy,Milk ,WMA,44
GotMilk,Kwan Michelle,Ice Skating,Milk PEP,Dairy,Milk ,AFA,35
GotMilk,Kwan Michelle,Ice Skating,TCCC,SSB,Coca-Cola,AFA,35
GotMilk,Kwan Michelle,Ice Skating,PHA,Fruit and Vegetables,FNV,AFA,35
GotMilk,Leslie Lisa,Basketball,Milk PEP,Dairy,Milk ,BFA,43
GotMilk,Luyendyk Arie,Car Racing,Milk PEP,Dairy,Milk ,WMA,62
GotMilk,Manning Archie,Football ,Milk PEP,Dairy,Milk ,WMA,66
GotMilk,Manning Eli,Football ,Milk PEP,Dairy,Milk ,WMA,34
GotMilk,Manning Eli,Football ,PepsiCo,SSB,Gatorade,WMA,34
GotMilk,Manning Eli,Football ,Dunkin Brands,QSR,Dunkin' Donuts,WMA,34
GotMilk,Manning Eli,Football ,Mondelez,Sweet,Nabisco Triple Double Oreo,WMA,34
GotMilk,Manning Peyton,Football ,Milk PEP,Dairy,Milk ,WMA,39
GotMilk,McCray Nikki,Basketball,Milk PEP,Dairy,Milk ,BFA,43
GotMilk,McGrady Tracy,Basketball,Milk PEP,Dairy,Milk ,BMA,36
GotMilk,McGwire Mark,Baseball ,Milk PEP,Dairy,Milk ,WMA,51
GotMilk,Meola Tony,Soccer ,Milk PEP,Dairy,Milk ,WMA,47
GotMilk,Ohno Apolo Anton,Speed Skating,TCCC,SSB,Coca-Cola,AMA,33
GotMilk,Ohno Apolo Anton,Speed Skating,Mondelez,Sweet,Nabisco Triple Double Oreo,AMA,33
GotMilk,Ohno Apolo Anton,Speed Skating,Milk PEP,Dairy,Milk,AMA,33
GotMilk,Ohno Apolo Anton,Speed Skating,Doctor's Associates Inc.,QSR,Subway,AMA,33
GotMilk,Ohno Apolo Anton,Speed Skating,PHA,Fruit and Vegetables,FNV,AMA,33
GotMilk,O'Neal Shaquille,Basketball,Milk PEP,Dairy,Milk,BMA,43
GotMilk,O'Neal Shaquille,Basketball,Mondelez,Sweet,Nabisco Triple Double Oreo,BMA,43
GotMilk,O'Neal Shaquille,Basketball,PepsiCo,SSB,Pepsi,BMA,43
GotMilk,O'Neal Shaquille,Basketball,Yum! Brands,QSR,Taco Bell,BMA,43
GotMilk,O'Neal Shaquille,Basketball,Restaurant Brands International Inc.,QSR,Burger King,BMA,43
GotMilk,O'Neal Shaquille,Basketball,Arizona Beverages,SSB,Soda Shaq,BMA,43
GotMilk,O'Neal Shaquille,Basketball,TCCC,SSB,Glaceau's Vitaminwater,BMA,43
GotMilk,O'Neal Shaquille,Basketball,Post Foods,Cereal,Cocoa Pebbles,BMA,43
GotMilk,Riley Pat,Basketball,Milk PEP,Dairy,Milk ,WMA,70
GotMilk,Ripken Cal Jr.,Baseball ,Milk PEP,Dairy,Milk ,WMA,55
GotMilk,Roddick Andy,Tennis ,Milk PEP,Dairy,Milk ,WMA,33
GotMilk,Rodman Dennis,Basketball,Milk PEP,Dairy,Milk ,BMA,54
GotMilk,Sampras Pete,Tennis ,Milk PEP,Dairy,Milk ,WMA,44
GotMilk,Seles Monica,Tennis ,Milk PEP,Dairy,Milk ,WFA,41
GotMilk,Strahan Michael,Football ,Milk PEP,Dairy,Milk ,BMA,43
GotMilk,Swoopes Sheryl,Basketball,Milk PEP,Dairy,Milk,BFA,44
GotMilk,Torre Joe,Baseball ,Milk PEP,Dairy,Milk ,WMA,75
GotMilk,Vonn Lindsey,Ski Racing,Milk PEP,Dairy,Milk,WFA,30
GotMilk,Williams Serena,Tennis ,Milk PEP,Dairy,Milk ,BFA,33
GotMilk,Williams Serena,Tennis ,PepsiCo,SSB,Gatorade,BFA,33
GotMilk,Williams Serena,Tennis ,Mondelez,Sweet,Nabisco Oreo,BFA,33
GotMilk,Williams Serena,Tennis ,Mondelez,Sweet,100 Calorie Pack Snack,BFA,33
GotMilk,Williams Serena,Tennis ,PepsiCo,SSB,Pepsi,BFA,33
GotMilk,Williams Serena,Tennis ,McDonald's Corporation,QSR,McDonald's,BFA,33
GotMilk,Williams Serena,Tennis ,PHA,Fruit and Vegetables,FNV,BFA,33
GotMilk,Williams Serena,Tennis ,Wrigley Company,Candy,Wrigley's Doublemint,BFA,33
GotMilk,Williams Venus,Tennis ,Mondelez,Sweet,Nabisco Triple Double Oreo,BFA,35
GotMilk,Williams Venus,Tennis ,Mondelez,Sweet,100 Calorie Pack Snack,BFA,35
GotMilk,Williams Venus,Tennis ,Mondelez,Sweet,Nabisco Oreo,BFA,35
GotMilk,Williams Venus,Tennis ,Milk PEP,Dairy,Milk ,BFA,35
GotMilk,Williams Venus,Tennis ,McDonald's Corporation,QSR,McDonald's,BFA,35
GotMilk,Williams Venus,Tennis ,Wrigley Company,Candy,Wrigley's Doublemint,BFA,35
GotMilk,Yamaguchi Kristi,Ice Skating,Milk PEP,Dairy,Milk ,AFA,44
GotMilk,Young Steve,Football ,Milk PEP,Dairy,Milk ,WMA,53
GotMilk,Conrad Lauren,Entrepreneur ,Pernod Recard,Alcohol,Malibu Rum,WFO,29
GotMilk,Conrad Lauren,Entrepreneur ,Milk PEP,Dairy,Milk,WFO,29
GotMilk,Shalala Donna,Politician ,Milk PEP,Dairy,Milk ,WFO,74
GotMilk,Whitestone Heather ,Miss America,Milk PEP,Dairy,Milk ,WFO,42
